,Company,TypeName,Inches,Memory,Gpu,OperatingSystem,Weight,Price,ScreenWidth,ScreenHeight,CpuManufacturer,CpuSpeed,CpuModel,PrimaryStorageAmount,PrimaryStorageType,SecondaryStorageAmount,SecondaryStorageType
359,Dell,Notebook,14.0,8,Intel HD Graphics 620,Windows 10,1.36,76030.56,1920,1080,Intel,2.6,Core i5,256.0,SSD,0.0,None
360,HP,Notebook,15.6,4,Intel HD Graphics 520,Windows 10,1.86,23389.92,1366,768,Intel,2,Core i3,500.0,HDD,0.0,None
361,Asus,Notebook,14.0,8,Intel HD Graphics 620,Windows 10,2,50349.6,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
362,Lenovo,Notebook,17.3,6,Other,Windows 10,2.8,38308.32,1600,900,Intel,2.5,Core i5,128.0,SSD,1000.0,HDD
363,HP,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,1.86,34045.92,1920,1080,Intel,2.5,Core i5,1000.0,HDD,0.0,None
364,Lenovo,Notebook,15.6,8,Other,No OS,2.2,26586.72,1366,768,Intel,2,Core i3,256.0,SSD,0.0,None
365,HP,Notebook,15.6,8,Other,Windows 10,2.04,20725.92,1366,768,Intel,1.6,Pentium Quad,2000.0,HDD,0.0,None
366,Dell,Notebook,17.3,8,AMD Radeon 530,Windows 10,2.8,57808.8,1920,1080,Intel,1.6,Core i5,128.0,SSD,1000.0,HDD
367,Lenovo,Gaming,15.6,8,Nvidia GeForce GTX 1050,No OS,2.4,43103.52,1920,1080,Intel,2.5,Core i5,128.0,SSD,1000.0,HDD
368,Dell,Notebook,15.6,8,Other,Windows 10,2.33,47898.72,1920,1080,Intel,2.7,Core i7,256.0,SSD,0.0,None
369,HP,Ultrabook,14.0,8,Intel HD Graphics 620,Windows 10,1.36,93240.0,1920,1080,Intel,2.7,Core i7,256.0,SSD,0.0,None
370,Asus,2 in 1 Convertible,15.6,12,Other,Windows 10,2.26,58554.72,1920,1080,Intel,2.7,Core i7,512.0,SSD,2000.0,HDD
371,Acer,Notebook,15.6,4,Other,Windows 10,2.1,22697.28,1366,768,AMD,3,A9-Series 9420,128.0,SSD,0.0,None
372,Asus,Gaming,17.3,16,Other,Windows 10,3.25,117162.72,1920,1080,AMD,3,Other,256.0,SSD,1000.0,HDD
373,Lenovo,Notebook,17.3,4,Other,Windows 10,2.6,26053.92,1600,900,AMD,2.2,Other,128.0,SSD,0.0,None
374,Dell,2 in 1 Convertible,13.3,8,Intel UHD Graphics 620,Windows 10,1.62,46300.85279999999,1920,1080,Intel,1.8,Core i7,256.0,SSD,0.0,None
375,HP,Notebook,15.6,4,Other,Windows 10,1.91,26053.3872,1920,1080,AMD,3,A9-Series 9420,256.0,SSD,0.0,None
376,Lenovo,Other,11.6,4,Intel HD Graphics 500,Windows 10,1.59,29463.84,1366,768,Intel,1.1,Other,128.0,SSD,0.0,None
377,Dell,Notebook,15.6,4,Intel HD Graphics 400,Windows 10,1.8,16463.52,1366,768,Intel,1.60,Celeron Dual,500.0,HDD,0.0,None
378,Asus,Notebook,14.0,4,Intel HD Graphics 500,Windows 10,1.5,15238.08,1366,768,Intel,1.1,Celeron Dual,32.0,Flash Storage,0.0,None
379,Acer,Notebook,15.6,8,Nvidia GeForce GTX 1050,Linux,2.4,45074.88,1920,1080,Intel,2.8,Core i7,1000.0,HDD,0.0,None
380,HP,Gaming,17.3,8,Nvidia GeForce GTX 1050,Windows 10,3.35,63456.48,1920,1080,Intel,2.8,Core i7,128.0,SSD,1000.0,HDD
381,Lenovo,Notebook,15.6,4,Intel HD Graphics 520,No OS,1.85,21498.48,1920,1080,Intel,2,Core i3,128.0,SSD,0.0,None
382,Asus,Gaming,15.6,8,Nvidia GeForce GTX 1060,Windows 10,2.3,88178.4,1920,1080,Intel,2.8,Core i7,128.0,SSD,1000.0,HDD
383,Lenovo,Notebook,14.0,8,Nvidia GeForce 940MX,Windows 10,1.5,58554.72,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
384,Asus,Ultrabook,13.3,16,Intel HD Graphics 620,Windows 10,1.1,93181.392,1920,1080,Intel,2.7,Core i7,512.0,SSD,0.0,None
385,Lenovo,Ultrabook,14.0,8,Intel HD Graphics 620,Windows 10,1.13,121584.96,2560,1440,Intel,2.7,Core i7,512.0,SSD,0.0,None
386,Lenovo,Notebook,13.3,4,Intel HD Graphics 620,Windows 10,1.5,29250.72,1920,1080,Intel,2.4,Core i3,128.0,SSD,0.0,None
387,Dell,Other,15.6,8,Other,Windows 10,2.23,72940.31999999999,1920,1080,Intel,2.6,Core i5,500.0,HDD,0.0,None
388,Dell,Other,15.6,8,Other,Windows 10,2,113752.8,1920,1080,Intel,2.7,Core i7,256.0,SSD,0.0,None
389,Lenovo,2 in 1 Convertible,14.0,16,Intel HD Graphics 620,Windows 10,1.42,133679.52,2560,1440,Intel,2.7,Core i7,512.0,SSD,0.0,None
390,Asus,Gaming,17.3,8,Nvidia GeForce GTX 1050,Windows 10,3,55357.92,1920,1080,Intel,2.8,Core i7,1000.0,HDD,0.0,None
391,Asus,Gaming,17.3,16,Nvidia GeForce GTX 1050 Ti,Windows 10,3,84768.48,1920,1080,Intel,2.8,Core i7,256.0,SSD,1000.0,HDD
392,Acer,Notebook,15.6,12,Other,Windows 10,2.2,36975.7872,1366,768,Intel,1.6,Core i5,1000.0,HDD,0.0,None
393,Other,Gaming,17.3,8,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,71874.72,1920,1080,Intel,2.8,Core i7,256.0,SSD,0.0,None
394,Dell,Notebook,15.6,8,Other,Linux,2.33,41498.1936,1920,1080,Intel,2.7,Core i7,256.0,SSD,0.0,None
395,HP,Ultrabook,15.6,4,AMD Radeon 520,Windows 10,1.91,26586.72,1920,1080,AMD,3,A9-Series 9420,256.0,SSD,0.0,None
396,Lenovo,Notebook,15.6,8,Other,Windows 10,2.1,65510.9568,1920,1080,Intel,1.8,Core i7,256.0,SSD,0.0,None
397,Lenovo,Notebook,14.0,8,Intel HD Graphics 620,Windows 10,1.9,49976.64,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
398,Dell,Other,15.6,8,Other,Windows 10,1.78,144495.36,3840,2160,Intel,2.8,Core i7,256.0,SSD,0.0,None
399,Lenovo,Ultrabook,14.0,16,Intel HD Graphics 620,Windows 10,1.13,139860.0,2560,1440,Intel,2.7,Core i7,1000.0,SSD,0.0,None
400,Lenovo,Notebook,15.6,4,Intel HD Graphics 500,Windows 10,2.2,16303.68,1366,768,Intel,1.1,Celeron Dual,1000.0,HDD,0.0,None
401,Asus,Gaming,17.3,16,Nvidia GeForce GTX 1050,Windows 10,2.9,81465.12,1920,1080,Intel,2.8,Core i7,256.0,SSD,1000.0,HDD
402,Lenovo,Notebook,15.6,8,Other,Windows 10,2.1,60978.96,1920,1080,Intel,1.6,Core i5,256.0,SSD,1000.0,HDD
403,Acer,Notebook,15.6,8,Nvidia GeForce GTX 1050,Linux,2.5,46833.12,1920,1080,Intel,2.8,Core i7,256.0,SSD,0.0,None
404,Other,Gaming,17.3,16,Nvidia GeForce GTX 1070,Windows 10,2.8,119826.72,1920,1080,Intel,2.8,Core i7,256.0,SSD,1000.0,HDD
405,Asus,Ultrabook,14.0,8,Intel HD Graphics 620,Windows 10,1.10,99793.44,1920,1080,Intel,2.7,Core i7,512.0,SSD,0.0,None
406,Other,Ultrabook,13.3,16,Intel HD Graphics 520,Windows 10,1.2,93080.16,1920,1080,Intel,2.5,Core i7,512.0,SSD,0.0,None
407,Dell,Ultrabook,14.0,8,Intel HD Graphics,Windows 10,1.36,89510.4,1920,1080,Intel,2.8,Core i7,512.0,SSD,0.0,None
408,Lenovo,Notebook,15.6,4,Intel HD Graphics 520,Windows 10,2.2,21791.52,1920,1080,Intel,2,Core i3,500.0,HDD,0.0,None
409,Lenovo,Notebook,11.6,2,Intel HD Graphics 500,Windows 10,1.15,16221.096,1366,768,Intel,1.1,Celeron Dual,32.0,Flash Storage,0.0,None
410,Lenovo,Other,15.6,8,Other,Windows 10,2.67,102564.0,1920,1080,Intel,2.8,Core i7,512.0,SSD,0.0,None
411,Lenovo,Ultrabook,14.0,8,Other,Windows 10,1.7,103523.04,2560,1440,Intel,2.8,Core i7,512.0,SSD,0.0,None
412,HP,Notebook,15.6,4,AMD Radeon 520,Windows 10,2.1,24988.32,1920,1080,Intel,2,Core i3,1000.0,HDD,0.0,None
413,Acer,2 in 1 Convertible,13.3,8,Intel HD Graphics 520,Windows 10,1.6,42038.4528,1920,1080,Intel,2.5,Core i7,256.0,SSD,0.0,None
414,Asus,2 in 1 Convertible,13.3,8,Intel HD Graphics 620,Windows 10,1.27,49443.84,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
415,Dell,Notebook,15.6,4,AMD Radeon R5 M430,Linux,2.3,31909.392,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
416,Dell,Notebook,13.3,4,Intel HD Graphics 520,Windows 10,1.65,36709.92,1366,768,Intel,2,Core i3,128.0,SSD,0.0,None
417,HP,Ultrabook,14.0,8,Intel HD Graphics 520,Windows 10,1.43,79920.0,1920,1080,Intel,2.5,Core i7,256.0,SSD,0.0,None
418,Dell,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,2.14,28768.536,1366,768,Intel,2.5,Core i5,1000.0,HDD,0.0,None
419,Lenovo,Ultrabook,14.0,8,Other,Windows 10,1.75,64755.44640000001,1920,1080,Intel,1.8,Core i7,256.0,SSD,0.0,None
420,Lenovo,2 in 1 Convertible,15.6,16,Nvidia GeForce GTX 1050,Windows 10,2,101178.72,3840,2160,Intel,2.8,Core i7,512.0,SSD,0.0,None
421,Other,Notebook,12.3,6,Intel HD Graphics 500,Windows 10,1.4,23922.72,2736,1824,Intel,1.1,Other,64.0,Flash Storage,0.0,None
422,HP,Notebook,15.6,8,Other,Windows 10,2.31,76030.56,1920,1080,Intel,2.9,Core i7,256.0,SSD,0.0,None
423,Asus,Notebook,15.6,8,Nvidia GeForce 940MX,Linux,2.3,31808.16,1920,1080,Intel,2.4,Core i3,1000.0,HDD,0.0,None
424,Dell,Gaming,17.3,16,Nvidia GeForce GTX 1070,Windows 10,4.42,149130.72,2560,1440,Intel,2.9,Core i7,256.0,SSD,1000.0,HDD
425,Dell,Gaming,15.6,8,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,61751.52,1920,1080,Intel,2.8,Core i7,128.0,SSD,1000.0,HDD
426,Dell,Notebook,15.6,8,AMD Radeon 530,Windows 10,2.02,60867.072,1920,1080,Intel,1.8,Core i7,256.0,SSD,2000.0,HDD
427,Dell,Ultrabook,14.0,8,Intel HD Graphics 620,Linux,1.6,58554.72,1920,1080,Intel,2.8,Core i7,256.0,SSD,0.0,None
428,HP,Gaming,17.3,12,Nvidia GeForce GTX 1070,Windows 10,3.35,106506.72,1920,1080,Intel,2.8,Core i7,256.0,SSD,1000.0,HDD
429,Other,2 in 1 Convertible,11.6,4,Intel HD Graphics 500,Windows 10,1.16,15930.72,1920,1080,Intel,1.1,Celeron Dual,32.0,SSD,0.0,None
430,Other,Other,11.6,4,Intel HD Graphics 400,Chrome OS,1.15,14332.32,1366,768,Intel,1.6,Celeron Dual,16.0,Flash Storage,0.0,None
431,Lenovo,Notebook,13.3,8,Intel HD Graphics 620,Windows 10,1.4,53812.8,1920,1080,Intel,2.7,Core i7,256.0,SSD,0.0,None
432,Lenovo,Notebook,14.0,4,Intel HD Graphics 620,Windows 10,1.7,31914.72,1920,1080,Intel,2.7,Core i3,128.0,SSD,0.0,None
433,Lenovo,Other,15.6,16,Nvidia GeForce 940MX,Windows 10,2.3,130269.6,3840,2160,Intel,2.8,Core i7,512.0,SSD,0.0,None
434,Lenovo,Notebook,15.6,16,Other,Windows 10,2.5,130482.72,1920,1080,Intel,2.9,Core i7,512.0,SSD,0.0,None
435,Asus,Gaming,17.3,8,Other,Windows 10,3.2,90309.6,1920,1080,AMD,3.2,Other,256.0,SSD,1000.0,HDD
436,HP,Notebook,15.6,4,Intel HD Graphics 400,Windows 10,2.1,18488.16,1366,768,Intel,1.6,Celeron Dual,500.0,HDD,0.0,None
437,Other,Ultrabook,12.3,16,Other,Chrome OS,1.1,117162.72,2400,1600,Intel,1.3,Core i7,512.0,SSD,0.0,None
438,Lenovo,Ultrabook,14.0,24,Intel HD Graphics 620,Windows 10,1.32,126912.96,2560,1440,Intel,2.7,Core i7,512.0,SSD,0.0,None
439,Asus,Notebook,15.6,4,Intel HD Graphics 620,Linux,2,29783.52,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
440,Lenovo,Notebook,17.3,8,Other,Windows 10,2.8,27652.32,1600,900,AMD,2.5,Other,1000.0,HDD,0.0,None
441,Dell,Notebook,15.6,4,AMD Radeon 530,Windows 10,2.2,39906.72,1920,1080,Intel,1.6,Core i5,256.0,SSD,0.0,None
442,Lenovo,Ultrabook,12.5,8,Intel HD Graphics 620,Windows 10,1.36,76137.12,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
443,Lenovo,Notebook,15.6,4,Other,Windows 10,2.2,18594.72,1920,1080,Intel,1.1,Pentium Quad,128.0,SSD,0.0,None
444,HP,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows 10,2.2,58554.72,1920,1080,Intel,2.8,Core i7,128.0,SSD,1000.0,HDD
445,Dell,Notebook,14.0,8,Nvidia GeForce 930MX,Windows 10,1.64,62817.12,1920,1080,Intel,2.8,Core i5,256.0,SSD,0.0,None
446,Acer,Notebook,15.6,4,Intel HD Graphics 620,Linux,2.4,23539.104,1366,768,Intel,2.5,Core i5,500.0,HDD,0.0,None
447,Dell,Other,15.6,8,Other,Windows 10,2.23,106187.04,1920,1080,Intel,3,Other,64.0,Flash Storage,1000.0,HDD
448,Other,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows 10,2.2,54757.9872,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
449,Other,Ultrabook,13.5,16,Other,Other,1.25,137941.91999999998,2256,1504,Intel,2.5,Core i7,512.0,SSD,0.0,None
450,HP,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,1.91,31381.92,1366,768,Intel,2.5,Core i5,128.0,SSD,0.0,None
451,Dell,Other,15.6,16,Other,Windows 10,2.17,105228.0,1920,1080,Intel,2.7,Core i7,256.0,SSD,0.0,None
452,HP,Other,15.6,8,Intel HD Graphics 620,Windows 10,2.31,81731.52,1920,1080,Intel,2.9,Core i7,512.0,SSD,0.0,None
453,Lenovo,Notebook,14.0,8,Intel HD Graphics 620,Windows 10,1.65,71661.59999999999,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
454,Dell,Notebook,15.6,8,AMD Radeon 530,Windows 10,2.36,52161.12,1920,1080,Intel,1.8,Core i7,128.0,SSD,1000.0,HDD
455,Dell,2 in 1 Convertible,11.6,4,Other,Windows 10,1.47,25521.12,1366,768,Intel,1.6,Pentium Quad,500.0,HDD,0.0,None
456,Dell,Notebook,17.3,8,Nvidia GeForce GTX 1060,Windows 10,4.42,109010.88,1920,1080,Intel,2.7,Core i7,1000.0,HDD,0.0,None
457,Other,Ultrabook,13.5,4,Other,Other,1.252,52693.92,2256,1504,Intel,2.2,Core M,128.0,SSD,0.0,None
458,Other,Ultrabook,13.5,8,Other,Other,1.25,95850.72,2256,1504,Intel,2.5,Core i7,256.0,SSD,0.0,None
459,HP,Notebook,17.3,8,Intel HD Graphics 520,Windows 10,2.5,34093.872,1600,900,Intel,2,Core i3,256.0,SSD,0.0,None
460,Acer,Notebook,15.6,4,Nvidia GeForce 940MX,Windows 10,2.23,28984.32,1920,1080,Intel,2,Core i3,1000.0,HDD,0.0,None
461,Acer,Other,11.6,4,Intel HD Graphics 400,Windows 10,1.4,23176.8,1366,768,Intel,1.6,Celeron Dual,128.0,SSD,0.0,None
462,Asus,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,2.37,39906.72,1920,1080,Intel,2.5,Core i5,1000.0,HDD,0.0,None
463,Lenovo,Notebook,14.0,8,Other,No OS,1.5,42570.72,1920,1080,Intel,2.7,Core i7,512.0,SSD,0.0,None
464,Lenovo,Notebook,15.6,8,Other,Windows 10,2.67,111355.2,1920,1080,Intel,2.9,Core i7,256.0,SSD,0.0,None
465,Asus,Notebook,15.6,4,Intel HD Graphics 500,Windows 10,2,16197.12,1366,768,Intel,1.1,Pentium Quad,500.0,HDD,0.0,None
466,Acer,Notebook,15.6,4,Other,Windows 10,2.2,24988.32,1366,768,Intel,2,Core i3,500.0,HDD,0.0,None
467,Dell,Notebook,15.6,8,AMD Radeon 530,Windows 10,2.02,40439.52,1920,1080,Intel,1.6,Core i5,2000.0,HDD,0.0,None
468,HP,Gaming,17.3,12,Nvidia GeForce GTX 1060,Windows 10,3.78,90522.72,1920,1080,Intel,2.8,Core i7,1000.0,HDD,0.0,None
469,Lenovo,Ultrabook,14.0,12,Intel HD Graphics 520,Windows 10,1.4,98994.24,2560,1440,Intel,2.6,Core i7,256.0,SSD,0.0,None
470,HP,2 in 1 Convertible,13.3,8,Intel UHD Graphics 620,Windows 10,1.29,106506.72,3840,2160,Intel,1.8,Core i7,512.0,SSD,0.0,None
471,HP,Notebook,15.6,8,Other,Windows 10,1.9,61485.12,1920,1080,Intel,2.5,Core i5,500.0,HDD,0.0,None
472,Other,Ultrabook,12.3,8,Other,Chrome OS,1.1,67932.0,2400,1600,Intel,1.2,Core i5,128.0,SSD,0.0,None
473,Dell,Ultrabook,13.3,8,Intel UHD Graphics 620,Windows 10,1.42,98133.768,1920,1080,Intel,1.6,Core i5,256.0,SSD,0.0,None
474,Asus,Notebook,15.6,12,Other,Windows 10,2.06,69210.72,3840,2160,Intel,2.6,Core i7,128.0,SSD,1000.0,HDD
475,Dell,Notebook,14.0,8,Intel HD Graphics 520,Windows 10,1.79,39427.2,1366,768,Intel,2.3,Core i3,128.0,SSD,0.0,None
476,Dell,Other,15.6,8,Other,Windows 10,1.78,128298.24,1920,1080,Intel,2.8,Core i7,256.0,SSD,0.0,None
477,Lenovo,Notebook,14.0,8,Intel HD Graphics 620,Windows 10,1.7,72673.92,1920,1080,Intel,2.5,Core i5,180.0,SSD,0.0,None
478,Dell,Notebook,15.6,8,AMD Radeon 520,Windows 10,2.2,35964.0,1920,1080,Intel,1.6,Core i5,1000.0,HDD,0.0,None
479,Other,Notebook,13.3,8,Intel HD Graphics 620,Windows 10,1.05,89084.16,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
480,Dell,Notebook,15.6,8,Nvidia GeForce 940MX,Windows 10,2.16,67239.36,1920,1080,Intel,1.8,Core i7,512.0,SSD,0.0,None
481,Dell,Notebook,15.6,4,Intel HD Graphics 620,Windows 10,2.18,31254.048,1366,768,Intel,2.4,Core i3,1000.0,HDD,0.0,None
482,HP,Notebook,13.3,4,Intel UHD Graphics 620,Windows 10,1.49,38681.28,1920,1080,Intel,1.6,Core i5,128.0,SSD,0.0,None
483,Other,Notebook,15.6,4,Intel HD Graphics,Windows 10,1.89,13261.392000000002,1920,1080,Intel,1.44,Other,64.0,Flash Storage,0.0,None
484,Lenovo,Notebook,15.6,4,Intel HD Graphics 520,Windows 10,2.3,30103.2,1366,768,Intel,2.0,Core i3,128.0,SSD,0.0,None
485,Lenovo,Notebook,14.0,8,Intel UHD Graphics 620,Windows 10,1.75,55890.72,1920,1080,Intel,1.6,Core i5,256.0,SSD,0.0,None
486,Dell,Other,15.6,16,Other,Windows 10,2.17,124568.64,1920,1080,Intel,2.7,Core i7,512.0,SSD,0.0,None
487,Dell,Notebook,15.6,16,Nvidia GeForce GTX 1050,Windows 10,2.06,101178.72,1920,1080,Intel,2.8,Core i7,512.0,SSD,0.0,None
488,Lenovo,Ultrabook,12.5,16,Intel HD Graphics 620,Windows 10,1.36,95797.44,1920,1080,Intel,2.7,Core i7,512.0,SSD,0.0,None
489,Asus,Ultrabook,12.5,16,Intel HD Graphics 620,Windows 10,0.91,103896.0,1920,1080,Intel,2.7,Core i7,512.0,SSD,0.0,None
490,Lenovo,Notebook,15.6,8,Nvidia GeForce 940MX,Windows 10,2.3,53918.82719999999,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
491,Other,Ultrabook,13.3,32,Intel HD Graphics 620,Windows 10,1.05,149130.72,1920,1080,Intel,2.7,Core i7,512.0,SSD,0.0,None
492,Asus,Gaming,15.6,8,Nvidia GeForce GTX 1050,Windows 10,1.99,71928.0,1920,1080,Intel,2.8,Core i7,128.0,SSD,1000.0,HDD
493,Acer,Notebook,15.6,8,Other,Windows 10,2.2,30849.12,1366,768,AMD,2.5,Other,1000.0,HDD,0.0,None
494,Asus,Gaming,17.3,24,Other,Windows 10,4.33,67612.31999999999,1920,1080,Intel,2.6,Core i7,256.0,SSD,1000.0,HDD
495,Lenovo,Ultrabook,12.5,8,Intel HD Graphics 520,Windows 10,1.3,58554.72,1366,768,Intel,2.3,Core i5,180.0,SSD,0.0,None
496,Lenovo,Notebook,15.6,8,Intel UHD Graphics 620,Windows 10,2.17,47893.39199999999,1920,1080,Intel,1.8,Core i7,256.0,SSD,0.0,None
497,HP,Notebook,14.0,8,Intel HD Graphics 620,Windows 10,1.48,93186.72,1920,1080,Intel,2.8,Core i7,1000.0,SSD,0.0,None
498,Lenovo,Notebook,13.3,8,Intel HD Graphics 620,Windows 10,1.4,50562.72,1920,1080,Intel,2.4,Core i3,256.0,SSD,0.0,None
499,Lenovo,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,2.3,48538.08,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
500,Asus,Other,11.6,4,Intel HD Graphics 500,Other,1.2,18115.2,1366,768,Intel,1.1,Celeron Dual,64.0,Flash Storage,0.0,None
501,HP,Notebook,15.6,8,AMD Radeon 520,Windows 10,1.91,32979.7872,1366,768,Intel,2.5,Core i5,256.0,SSD,0.0,None
502,Lenovo,2 in 1 Convertible,13.9,8,Intel UHD Graphics 620,Windows 10,1.4,85194.72,1920,1080,Intel,1.6,Core i5,256.0,SSD,0.0,None
503,Lenovo,Notebook,14.0,4,Intel HD Graphics 500,Windows 10,2.1,15930.72,1366,768,Intel,1.1,Celeron Dual,500.0,HDD,0.0,None
504,Lenovo,Other,11.6,4,Intel HD Graphics 400,Chrome OS,1.25,14119.2,1366,768,Intel,1.6,Celeron Dual,16.0,SSD,0.0,None
505,Lenovo,Notebook,13.3,8,Intel HD Graphics 620,Windows 10,1.44,50562.72,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
506,Asus,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,2,65214.72,1920,1080,Intel,2.7,Core i7,256.0,SSD,1000.0,HDD
507,Acer,Notebook,15.6,4,Nvidia GeForce MX150,Windows 10,2.2,32660.64,1920,1080,Intel,1.6,Core i5,1000.0,HDD,0.0,None
508,HP,Ultrabook,13.3,8,Intel HD Graphics 620,Windows 10,1.34,70489.44,1920,1080,Intel,2.7,Core i7,512.0,SSD,0.0,None
509,Lenovo,Gaming,15.6,8,Nvidia GeForce GTX 1060,No OS,2.4,61218.72,1920,1080,Intel,2.8,Core i7,256.0,SSD,1000.0,HDD
510,Dell,Ultrabook,13.3,8,Intel HD Graphics 620,Windows 10,1.29,47898.72,1920,1080,Intel,2.5,Core i5,128.0,SSD,0.0,None
511,Acer,Notebook,15.6,4,Nvidia GeForce 940MX,Windows 10,2.2,34045.92,1920,1080,Intel,2.7,Core i7,500.0,HDD,0.0,None
512,Dell,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,2.18,44542.08,1920,1080,Intel,2.5,Core i5,1000.0,HDD,0.0,None
513,Dell,Notebook,15.6,16,AMD Radeon 530,Windows 10,2.2,64961.10719999999,1920,1080,Intel,1.8,Core i7,256.0,SSD,2000.0,HDD
514,Other,Notebook,15.6,16,Nvidia GeForce MX150,No OS,1.95,74589.336,1920,1080,Intel,1.8,Core i7,256.0,SSD,0.0,None
515,Asus,Other,11.6,2,Intel HD Graphics 500,Windows 10,1.1,13053.6,1366,768,Intel,1.1,Celeron Dual,32.0,Flash Storage,0.0,None
516,HP,Notebook,15.6,4,Intel UHD Graphics 620,Windows 10,2.04,27783.9216,1366,768,Intel,1.6,Core i5,1000.0,HDD,0.0,None
517,Asus,Gaming,15.6,24,Other,Windows 10,2.24,158135.04,1920,1080,Intel,2.8,Core i7,512.0,SSD,0.0,None
518,HP,Notebook,15.6,8,Nvidia GeForce 930MX,Windows 10,2.04,47365.92,1920,1080,Intel,2.5,Core i5,256.0,SSD,0.0,None
519,Asus,Gaming,17.3,16,Other,Windows 10,3,80133.12,1920,1080,Intel,2.8,Core i7,256.0,SSD,1000.0,HDD
520,Lenovo,Gaming,15.6,8,Nvidia GeForce GTX 1060,Windows 10,3.2,74538.72,1920,1080,Intel,2.8,Core i7,256.0,SSD,1000.0,HDD
521,HP,Ultrabook,13.3,8,Intel HD Graphics 620,Windows 10,1.32,74538.72,1920,1080,Intel,2.7,Core i7,256.0,SSD,0.0,None
522,Dell,Notebook,14.0,8,Intel HD Graphics 620,Windows 10,1.64,68184.0144,1920,1080,Intel,2.6,Core i5,256.0,SSD,0.0,None
523,HP,Notebook,15.6,4,Intel HD Graphics 520,Windows 10,1.63,36709.92,1366,768,Intel,2,Core i3,128.0,SSD,0.0,None
524,Dell,Notebook,17.3,8,AMD Radeon 530,Linux,2.8,47365.92,1920,1080,Intel,1.6,Core i5,128.0,SSD,1000.0,HDD
525,Lenovo,Notebook,14.0,8,Intel HD Graphics 520,Windows 7,2.02,71395.2,1920,1080,Intel,2.3,Core i5,256.0,SSD,0.0,None
526,Lenovo,Notebook,15.6,4,Other,Windows 10,2.2,42570.72,1920,1080,Intel,2.7,Core i7,1000.0,HDD,0.0,None
527,Lenovo,Notebook,15.6,8,Other,No OS,2.2,24455.52,1366,768,Intel,2,Core i3,2000.0,HDD,0.0,None
528,Dell,Notebook,15.6,4,AMD Radeon R5 M430,Windows 10,2.3,31168.8,1920,1080,Intel,2.5,Core i5,500.0,HDD,0.0,None
529,Dell,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,1.9,73366.56,1920,1080,Intel,2.8,Core i5,256.0,SSD,0.0,None
530,Dell,Gaming,17.3,16,Nvidia GeForce GTX 1070,Windows 10,4.42,160520.3856,1920,1080,Intel,2.8,Core i7,128.0,SSD,1000.0,HDD
531,Other,Notebook,15.6,8,Intel HD Graphics 620,Windows 10,2.0,45820.8,1920,1080,Intel,2.5,Core i5,500.0,HDD,0.0,None
532,Asus,Notebook,15.6,8,Other,Windows 10,2,69210.72,3840,2160,Intel,2.7,Core i7,256.0,SSD,1000.0,HDD
533,Other,Notebook,13.3,4,Intel HD Graphics 500,Windows 10,1.2,19660.32,1920,1080,Intel,1.1,Other,32.0,SSD,0.0,None
534,Asus,Gaming,15.6,8,Nvidia GeForce GTX 1060,Windows 10,2.3,87858.72,1920,1080,Intel,2.5,Core i5,128.0,SSD,1000.0,HDD
535,Dell,Notebook,15.6,8,Nvidia GeForce 930MX,Windows 10,1.93,72940.31999999999,1920,1080,Intel,2.8,Core i7,256.0,SSD,0.0,None
536,Dell,Notebook,15.6,8,AMD Radeon 530,Windows 10,2.2,42486.0048,1920,1080,Intel,1.6,Core i5,256.0,SSD,0.0,None
537,HP,Notebook,15.6,4,Other,Windows 10,1.86,21258.1872,1920,1080,Intel,1.6,Pentium Quad,256.0,SSD,0.0,None
538,HP,Gaming,17.3,12,Nvidia GeForce GTX 1060,Windows 10,2.62,95850.72,1920,1080,Intel,2.8,Core i7,1000.0,HDD,0.0,None
539,Lenovo,Notebook,14.0,8,Nvidia GeForce 940MX,Windows 10,1.87,45767.52,1920,1080,Intel,2.7,Core i7,256.0,SSD,0.0,None
